,Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text,tokens,sentiment,compound_score,sentiment_category,positive_score,negative_score,neutral_score
3202,3202,Hotel Aster Inn Karol Bagh New Delhi,"Karol bagh, New Delhi",Nov-22,Delhi visit,6.0,It is in the senter of one bustling district of new delhi.Many good shops Just around the corner.,"['It', 'is', 'in', 'the', 'senter', 'of', 'one', 'bustling', 'district', 'of', 'new', 'delhi.Many', 'good', 'shops', 'Just', 'around', 'the', 'corner', '.']","{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",0.4404,Positive,0.146,0.0,0.854
3203,3203,Hotel Aster Inn Karol Bagh New Delhi,"Karol bagh, New Delhi",Sep-22,Pleasant,6.0,Rooms were comfortable,"['Rooms', 'were', 'comfortable']","{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106,Positive,0.623,0.0,0.377
3204,3204,Hotel Aster Inn Karol Bagh New Delhi,"Karol bagh, New Delhi",Sep-22,Good,7.0,Was very Good,"['Was', 'very', 'Good']","{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,Positive,0.615,0.0,0.385
3205,3205,Hotel Aster Inn Karol Bagh New Delhi,"Karol bagh, New Delhi",Aug-22,very good,6.0,good,['good'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,Positive,1.0,0.0,0.0
3206,3206,Hotel Aster Inn Karol Bagh New Delhi,"Karol bagh, New Delhi",Jul-23,Bad,1.0,Rooms wer good.,"['Rooms', 'wer', 'good', '.']","{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,Positive,0.592,0.0,0.408
3207,3207,Hotel Aster Inn Karol Bagh New Delhi,"Karol bagh, New Delhi",May-23,Exceptional,10.0,"ALL GOOD, ALL STAFFS ARE VERY GOOD","['ALL', 'GOOD', ',', 'ALL', 'STAFFS', 'ARE', 'VERY', 'GOOD']","{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}",0.7003,Positive,0.537,0.0,0.463
3208,3208,FabHotel F9 Peeragarhi,"Pashim Vihar, New Delhi",May-23,"Bad Hotel, stay away from it.",1.0,There was nothing to like. Everything was negative. Staff were completely liar.,"['There', 'was', 'nothing', 'to', 'like', '.', 'Everything', 'was', 'negative', '.', 'Staff', 'were', 'completely', 'liar', '.']","{'neg': 0.511, 'neu': 0.489, 'pos': 0.0, 'compound': -0.8556}",-0.8556,Negative,0.0,0.511,0.489
3209,3209,FabHotel F9 Peeragarhi,"Pashim Vihar, New Delhi",May-23,Great Service and clean rooms,8.0,Great service. I had a comfortable stay. room service and cleaning) for your great service. We will definitely come back again.,"['Great', 'service', '.', 'I', 'had', 'a', 'comfortable', 'stay', '.', 'room', 'service', 'and', 'cleaning', ')', 'for', 'your', 'great', 'service', '.', 'We', 'will', 'definitely', 'come', 'back', 'again', '.']","{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.9349}",0.9349,Positive,0.486,0.0,0.514
3210,3210,FabHotel F9 Peeragarhi,"Pashim Vihar, New Delhi",May-23,Nice,8.0,All time every thing is superb but room staff service all staff behiever good hotel location best hotel room very clean but staff service is poor so pls room service staff to say every work on time,"['All', 'time', 'every', 'thing', 'is', 'superb', 'but', 'room', 'staff', 'service', 'all', 'staff', 'behiever', 'good', 'hotel', 'location', 'best', 'hotel', 'room', 'very', 'clean', 'but', 'staff', 'service', 'is', 'poor', 'so', 'pls', 'room', 'service', 'staff', 'to', 'say', 'every', 'work', 'on', 'time']","{'neg': 0.078, 'neu': 0.58, 'pos': 0.342, 'compound': 0.9343}",0.9343,Positive,0.342,0.078,0.58
3211,3211,FabHotel F9 Peeragarhi,"Pashim Vihar, New Delhi",May-23,Good Service,8.0,Overall it is satisfactory experience . Cleaning was good. Food is excellent.  was very good in service. Location of hotel is good and centrally located. Looking forward to stay in future.,"['Overall', 'it', 'is', 'satisfactory', 'experience', '.', 'Cleaning', 'was', 'good', '.', 'Food', 'is', 'excellent', '.', 'was', 'very', 'good', 'in', 'service', '.', 'Location', 'of', 'hotel', 'is', 'good', 'and', 'centrally', 'located', '.', 'Looking', 'forward', 'to', 'stay', 'in', 'future', '.']","{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.9313}",0.9313,Positive,0.373,0.0,0.627
3212,3212,FabHotel F9 Peeragarhi,"Pashim Vihar, New Delhi",May-23,Excellent,8.0,"We have visited with our friends, ambience is excellent , Food was also good. We will give our special  hospitality was amazing. Highly recommended their place. Must visit.","['We', 'have', 'visited', 'with', 'our', 'friends', ',', 'ambience', 'is', 'excellent', ',', 'Food', 'was', 'also', 'good', '.', 'We', 'will', 'give', 'our', 'special', 'hospitality', 'was', 'amazing', '.', 'Highly', 'recommended', 'their', 'place', '.', 'Must', 'visit', '.']","{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.9538}",0.9538,Positive,0.466,0.0,0.534
3213,3213,FabHotel F9 Peeragarhi,"Pashim Vihar, New Delhi",May-23,Good food,8.0,The hotel was very nice and service was excellent service staff is very nice and friendly veri nice and active we are visit again 😀 😊 keep it up .. I really injoe ..........,"['The', 'hotel', 'was', 'very', 'nice', 'and', 'service', 'was', 'excellent', 'service', 'staff', 'is', 'very', 'nice', 'and', 'friendly', 'veri', 'nice', 'and', 'active', 'we', 'are', 'visit', 'again', '😀', '😊', 'keep', 'it', 'up', '..', 'I', 'really', 'injoe', '..........']","{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.9592}",0.9592,Positive,0.434,0.0,0.566
3214,3214,FabHotel F9 Peeragarhi,"Pashim Vihar, New Delhi",May-23,Excellent stay,8.0,"Best hotel with co-operative staff, food quality is awasome Superb and excellent stay....though......just because of the staff...staff was very cooperative and easy to approach....must consider for the vacations","['Best', 'hotel', 'with', 'co-operative', 'staff', ',', 'food', 'quality', 'is', 'awasome', 'Superb', 'and', 'excellent', 'stay', '....', 'though', '......', 'just', 'because', 'of', 'the', 'staff', '...', 'staff', 'was', 'very', 'cooperative', 'and', 'easy', 'to', 'approach', '....', 'must', 'consider', 'for', 'the', 'vacations']","{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.9448}",0.9448,Positive,0.387,0.0,0.613
3215,3215,FabHotel F9 Peeragarhi,"Pashim Vihar, New Delhi",May-23,Good hotel,10.0,Best hotel in city big spacious rooms with all facilities at best prices 👌🙌 must visit once in life best staff and food presentation is very well i rec9mmed it to app family and especially couples they have best arrangements for marriage party and any other functions big parking space and moreover i like it very much😀😀,"['Best', 'hotel', 'in', 'city', 'big', 'spacious', 'rooms', 'with', 'all', 'facilities', 'at', 'best', 'prices', '👌🙌', 'must', 'visit', 'once', 'in', 'life', 'best', 'staff', 'and', 'food', 'presentation', 'is', 'very', 'well', 'i', 'rec9mmed', 'it', 'to', 'app', 'family', 'and', 'especially', 'couples', 'they', 'have', 'best', 'arrangements', 'for', 'marriage', 'party', 'and', 'any', 'other', 'functions', 'big', 'parking', 'space', 'and', 'moreover', 'i', 'like', 'it', 'very', 'much😀😀']","{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.9761}",0.9761,Positive,0.337,0.0,0.663
3216,3216,FabHotel F9 Peeragarhi,"Pashim Vihar, New Delhi",Jul-23,Exceptional,10.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
3217,3217,FabHotel F9 Peeragarhi,"Pashim Vihar, New Delhi",Jul-23,Disappointing,4.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
3218,3218,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",Sep-22,Exceptional,10.0,very good i really enjoyed my stay here thanku mahesh we definitely come here again,"['very', 'good', 'i', 'really', 'enjoyed', 'my', 'stay', 'here', 'thanku', 'mahesh', 'we', 'definitely', 'come', 'here', 'again']","{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.8674}",0.8674,Positive,0.47,0.0,0.53
3219,3219,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",Aug-23,Good,7.0,"The reception faces the main road and is as shown on your booking.com page. After checking in, I was taken thru a back door, into a passage, with a lot of mysterious twists and turns, finally entering another building !!
I was asked to make the payment there at that counter. This counter was of another hotel (Classic, I think) and that opened into the alley behind Hotel International Inn. 
So to that extent I felt cheated. 
The interiors were shoddy. The room was spacious, but with old furniture, TV...slow Wi-Fi. The only thing is favour was the room was clean.
And the food was frightfully expensive!! absolutely 3-4 star rates.","['The', 'reception', 'faces', 'the', 'main', 'road', 'and', 'is', 'as', 'shown', 'on', 'your', 'booking.com', 'page', '.', 'After', 'checking', 'in', ',', 'I', 'was', 'taken', 'thru', 'a', 'back', 'door', ',', 'into', 'a', 'passage', ',', 'with', 'a', 'lot', 'of', 'mysterious', 'twists', 'and', 'turns', ',', 'finally', 'entering', 'another', 'building', '!', '!', 'I', 'was', 'asked', 'to', 'make', 'the', 'payment', 'there', 'at', 'that', 'counter', '.', 'This', 'counter', 'was', 'of', 'another', 'hotel', '(', 'Classic', ',', 'I', 'think', ')', 'and', 'that', 'opened', 'into', 'the', 'alley', 'behind', 'Hotel', 'International', 'Inn', '.', 'So', 'to', 'that', 'extent', 'I', 'felt', 'cheated', '.', 'The', 'interiors', 'were', 'shoddy', '.', 'The', 'room', 'was', 'spacious', ',', 'but', 'with', 'old', 'furniture', ',', 'TV', '...', 'slow', 'Wi-Fi', '.', 'The', 'only', 'thing', 'is', 'favour', 'was', 'the', 'room', 'was', 'clean', '.', 'And', 'the', 'food', 'was', 'frightfully', 'expensive', '!', '!', 'absolutely', '3-4', 'star', 'rates', '.']","{'neg': 0.05, 'neu': 0.875, 'pos': 0.075, 'compound': 0.5951}",0.5951,Positive,0.075,0.05,0.875
3220,3220,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",Aug-23,Good,7.0,They were not initially complying to the terms  of booking.,"['They', 'were', 'not', 'initially', 'complying', 'to', 'the', 'terms', 'of', 'booking', '.']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
3221,3221,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",May-23,Superb,9.0,"Very neat clean and spacious hotel..... The hotel is at main road, at a location visible from all around. Nice entrance, rooms were very good. The manager and the staff was helpful. Nice Cozy place, in house restaurant Good Food.","['Very', 'neat', 'clean', 'and', 'spacious', 'hotel', '.....', 'The', 'hotel', 'is', 'at', 'main', 'road', ',', 'at', 'a', 'location', 'visible', 'from', 'all', 'around', '.', 'Nice', 'entrance', ',', 'rooms', 'were', 'very', 'good', '.', 'The', 'manager', 'and', 'the', 'staff', 'was', 'helpful', '.', 'Nice', 'Cozy', 'place', ',', 'in', 'house', 'restaurant', 'Good', 'Food', '.']","{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.9626}",0.9626,Positive,0.394,0.0,0.606
3222,3222,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",May-23,Superb,9.0,Nice experience while short stay. The rooms are good and price are reasonable r its ok because the rooms are well maintained. Behaviour of the staff is quite nice.,"['Nice', 'experience', 'while', 'short', 'stay', '.', 'The', 'rooms', 'are', 'good', 'and', 'price', 'are', 'reasonable', 'r', 'its', 'ok', 'because', 'the', 'rooms', 'are', 'well', 'maintained', '.', 'Behaviour', 'of', 'the', 'staff', 'is', 'quite', 'nice', '.']","{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.902}",0.902,Positive,0.363,0.0,0.637
3223,3223,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",May-23,Good experience,9.0,"The rooms are spacious and have nice finish. Overall Neat & Clean property and Clean Amenities like linen, towels etc.
Food is good. Good for overnight stay.","['The', 'rooms', 'are', 'spacious', 'and', 'have', 'nice', 'finish', '.', 'Overall', 'Neat', '&', 'Clean', 'property', 'and', 'Clean', 'Amenities', 'like', 'linen', ',', 'towels', 'etc', '.', 'Food', 'is', 'good', '.', 'Good', 'for', 'overnight', 'stay', '.']","{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.9552}",0.9552,Positive,0.506,0.0,0.494
3224,3224,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",Jun-23,Good,7.0,The location and food were very good. The hotel was clean.,"['The', 'location', 'and', 'food', 'were', 'very', 'good', '.', 'The', 'hotel', 'was', 'clean', '.']","{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.7089}",0.7089,Positive,0.396,0.0,0.604
3225,3225,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",Apr-23,All is good. Just keep it up. Excellent for a short stay to catch morning flight,9.0,"The Location is Excellent: Very near to the airport. Taxis are easily available (I tried at 3.45AM).
I requested front desk for a quiet room and I was provided room on ground floor, which was clean and quiet at night. The AC was working well and hot water was available too. The washroom was clean too. 
Had a good sleep, as had to catch an early morning flight. 
Recommend this property to the travelers seeking a short stay for flights.
The only negative is that the Airtel signals were very poor in the room and had to go out for a call. But, maybe the other networks work well.","['The', 'Location', 'is', 'Excellent', ':', 'Very', 'near', 'to', 'the', 'airport', '.', 'Taxis', 'are', 'easily', 'available', '(', 'I', 'tried', 'at', '3.45AM', ')', '.', 'I', 'requested', 'front', 'desk', 'for', 'a', 'quiet', 'room', 'and', 'I', 'was', 'provided', 'room', 'on', 'ground', 'floor', ',', 'which', 'was', 'clean', 'and', 'quiet', 'at', 'night', '.', 'The', 'AC', 'was', 'working', 'well', 'and', 'hot', 'water', 'was', 'available', 'too', '.', 'The', 'washroom', 'was', 'clean', 'too', '.', 'Had', 'a', 'good', 'sleep', ',', 'as', 'had', 'to', 'catch', 'an', 'early', 'morning', 'flight', '.', 'Recommend', 'this', 'property', 'to', 'the', 'travelers', 'seeking', 'a', 'short', 'stay', 'for', 'flights', '.', 'The', 'only', 'negative', 'is', 'that', 'the', 'Airtel', 'signals', 'were', 'very', 'poor', 'in', 'the', 'room', 'and', 'had', 'to', 'go', 'out', 'for', 'a', 'call', '.', 'But', ',', 'maybe', 'the', 'other', 'networks', 'work', 'well', '.']","{'neg': 0.04, 'neu': 0.822, 'pos': 0.138, 'compound': 0.7966}",0.7966,Positive,0.138,0.04,0.822
3226,3226,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",Apr-23,The stay was very good,8.0,"The room is Good, the breakfast and the location is excellent","['The', 'room', 'is', 'Good', ',', 'the', 'breakfast', 'and', 'the', 'location', 'is', 'excellent']","{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.765}",0.765,Positive,0.423,0.0,0.577
3227,3227,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",Apr-23,Nice location,8.0,Location was great.,"['Location', 'was', 'great', '.']","{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,Positive,0.672,0.0,0.328
3228,3228,Hotel Sanca International Patel Nagar Delhi - Couple Friendly Local IDs Accepted,New Delhi,Feb-23,Exceptional,10.0,"Stayed for the second time, and everything was as good as it was a year ago. Rooms, toilets, food, everything is great. Food is really good and decently priced, and you can order it at any time, we ordered at 2 AM. You really don't need to go out for food, if you can manage eating in your room, and staff is also really well mannered.","['Stayed', 'for', 'the', 'second', 'time', ',', 'and', 'everything', 'was', 'as', 'good', 'as', 'it', 'was', 'a', 'year', 'ago', '.', 'Rooms', ',', 'toilets', ',', 'food', ',', 'everything', 'is', 'great', '.', 'Food', 'is', 'really', 'good', 'and', 'decently', 'priced', ',', 'and', 'you', 'can', 'order', 'it', 'at', 'any', 'time', ',', 'we', 'ordered', 'at', '2', 'AM', '.', 'You', 'really', 'do', ""n't"", 'need', 'to', 'go', 'out', 'for', 'food', ',', 'if', 'you', 'can', 'manage', 'eating', 'in', 'your', 'room', ',', 'and', 'staff', 'is', 'also', 'really', 'well', 'mannered', '.']","{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.9061}",0.9061,Positive,0.17,0.0,0.83
3229,3229,Hotel Sanca International Patel Nagar Delhi - Couple Friendly Local IDs Accepted,New Delhi,Aug-23,Rooms are small & categorisation of rooms are a bit confusing. But a great place to stay with family,7.0,The location and food was superb.,"['The', 'location', 'and', 'food', 'was', 'superb', '.']","{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,Positive,0.451,0.0,0.549
3230,3230,Hotel Sanca International Patel Nagar Delhi - Couple Friendly Local IDs Accepted,New Delhi,Jul-23,Good,7.0,Overall everything was ok.,"['Overall', 'everything', 'was', 'ok', '.']","{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.296}",0.296,Positive,0.423,0.0,0.577
3231,3231,Hotel Sanca International Patel Nagar Delhi - Couple Friendly Local IDs Accepted,New Delhi,Mar-23,"comfortable and pleasant, will come back again",8.0,"nice spacious room, good facilities","['nice', 'spacious', 'room', ',', 'good', 'facilities']","{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.6908}",0.6908,Positive,0.655,0.0,0.345
3232,3232,Hotel D'Capitol Suites Near Aerocity,"South West, New Delhi",Jul-23,Excellent,10.0,"Room was very nice, lobby was also nice, staff was very helpful.","['Room', 'was', 'very', 'nice', ',', 'lobby', 'was', 'also', 'nice', ',', 'staff', 'was', 'very', 'helpful', '.']","{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.8644}",0.8644,Positive,0.571,0.0,0.429
3233,3233,Hotel D'Capitol Suites Near Aerocity,"South West, New Delhi",Jul-23,Superb,9.0,"nice location with 4 wheeler access,street was smelling from sewage overflow.staff was professional(pay for services) and well spoken.Don't expect you will get anything complimentary like Goa🤪.","['nice', 'location', 'with', '4', 'wheeler', 'access', ',', 'street', 'was', 'smelling', 'from', 'sewage', 'overflow.staff', 'was', 'professional', '(', 'pay', 'for', 'services', ')', 'and', 'well', 'spoken.Do', ""n't"", 'expect', 'you', 'will', 'get', 'anything', 'complimentary', 'like', 'Goa🤪', '.']","{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.8519}",0.8519,Positive,0.329,0.0,0.671
3234,3234,Hotel D'Capitol Suites Near Aerocity,"South West, New Delhi",Jul-23,Pleasant Stay,9.0,"Hotel was new brand all is new facilities, Room was nice with balcony, bathroom was neat n clean, Location was very Nice.","['Hotel', 'was', 'new', 'brand', 'all', 'is', 'new', 'facilities', ',', 'Room', 'was', 'nice', 'with', 'balcony', ',', 'bathroom', 'was', 'neat', 'n', 'clean', ',', 'Location', 'was', 'very', 'Nice', '.']","{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.8908}",0.8908,Positive,0.405,0.0,0.595
3235,3235,Hotel D'Capitol Suites Near Aerocity,"South West, New Delhi",Aug-23,Pleasant,10.0,"Hotel was very good, room was nice.","['Hotel', 'was', 'very', 'good', ',', 'room', 'was', 'nice', '.']","{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.7178}",0.7178,Positive,0.545,0.0,0.455
3236,3236,Hotel D'Capitol Suites Near Aerocity,"South West, New Delhi",Aug-23,Perfect,10.0,Location was good.,"['Location', 'was', 'good', '.']","{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,Positive,0.592,0.0,0.408
3237,3237,Hotel D'Capitol Suites Near Aerocity,"South West, New Delhi",Aug-23,Exceptional,10.0,"The staff are so polite,friendly .","['The', 'staff', 'are', 'so', 'polite', ',', 'friendly', '.']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
3238,3238,Hotel D'Capitol Suites Near Aerocity,"South West, New Delhi",Aug-23,Pathetic and disgraceful. Stay away!,1.0,Nothing was good in this property. Booking.com should be ashamed of advertising this property as 4 star.,"['Nothing', 'was', 'good', 'in', 'this', 'property', '.', 'Booking.com', 'should', 'be', 'ashamed', 'of', 'advertising', 'this', 'property', 'as', '4', 'star', '.']","{'neg': 0.282, 'neu': 0.718, 'pos': 0.0, 'compound': -0.6711}",-0.6711,Negative,0.0,0.282,0.718
